937:        174 steps          56558 total steps
938:        24 steps          56582 total steps
939:        86 steps          56668 total steps
940:        130 steps          56798 total steps
941:        130 steps          56928 total steps
942:        130 steps          57058 total steps
943:        37 steps          57095 total steps
944:        37 steps          57132 total steps
945:        37 steps          57169 total steps
946:        37 steps          57206 total steps
947:        37 steps          57243 total steps
948:        37 steps          57280 total steps
949:        37 steps          57317 total steps
950:        29 steps          57346 total steps
951:        29 steps          57375 total steps
952:        37 steps          57412 total steps
953:        29 steps          57441 total steps
954:        37 steps          57478 total steps
955:        29 steps          57507 total steps
956:        55 steps          57562 total steps
957:        55 steps          57617 total steps
958:        55 steps          57672 total steps
959:        130 steps          57802 total steps
960:        24 steps          57826 total steps
961:        50 steps          57876 total steps
962:        50 steps          57926 total steps
963:        50 steps          57976 total steps
964:        24 steps          58000 total steps
965:        24 steps          58024 total steps
966:        24 steps          58048 total steps
967:        143 steps          58191 total steps
968:        99 steps          58290 total steps
969:        50 steps          58340 total steps
970:        99 steps          58439 total steps
971:        37 steps          58476 total steps
972:        99 steps          58575 total steps
973:        99 steps          58674 total steps
974:        143 steps          58817 total steps
975:        143 steps          58960 total steps
976:        24 steps          58984 total steps
977:        99 steps          59083 total steps
978:        50 steps          59133 total steps
979:        50 steps          59183 total steps
980:        24 steps          59207 total steps
981:        24 steps          59231 total steps
982:        143 steps          59374 total steps
983:        143 steps          59517 total steps
984:        50 steps          59567 total steps
985:        24 steps          59591 total steps
986:        50 steps          59641 total steps
987:        37 steps          59678 total steps
988:        50 steps          59728 total steps
989:        50 steps          59778 total steps
990:        99 steps          59877 total steps
991:        99 steps          59976 total steps
992:        112 steps          60088 total steps
993:        94 steps          60182 total steps
994:        24 steps          60206 total steps
995:        24 steps          60230 total steps
996:        50 steps          60280 total steps
997:        50 steps          60330 total steps
998:        50 steps          60380 total steps
999:        50 steps          60430 total steps
1000:       112 steps          60542 total steps
