1		1
2		2
3		3
4		4
5		5
6		6
7		7
8		8
9		9
10		11
11		13
12		14
13		15
14		16
15		17
16		18
17		19
18		20
19		22
20		24
21		25
22		26
23		27
24		28
25		29
26		30
27		31
28		33
29		35
30		36
31		37
32		38
33		39
34		40
35		41
36		42
37		44
38		46
39		47
40		48
41		49
42		50
43		51
44		52
45		53
46		55
47		57
48		58
49		59
50		60
51		61
52		62
53		63
54		64
55		66
56		68
57		69
58		70
59		71
60		72
61		73
62		74
63		75
64		77
65		79
66		80
67		81
68		82
69		83
70		84
71		85
72		86
73		88
74		90
75		91
76		92
77		93
78		94
79		95
80		96
81		97
82		99
83		111
84		113
85		114
86		115
87		116
88		117
89		118
90		119
91		131
92		133
93		135
94		136
95		137
96		138
97		139
98		141
99		144
100		146
101		147
102		148
103		149
104		151
105		153
106		155
107		157
108		158
109		159
110		161
111		163
112		164
113		166
114		168
115		169
116		171
117		173
118		174
119		175
120		177
121		179
122		181
123		183
124		184
125		185
126		186
127		188
128		191
129		193
130		194
131		195
132		196
133		197
134		199
135		200
136		202
137		204
138		205
139		206
140		207
141		208
142		209
143		220
144		222
145		224
146		225
147		226
148		227
149		228
150		229
151		240
152		242
153		244
154		246
155		247
156		248
157		249
158		250
159		252
160		255
161		257
162		258
163		259
164		260
165		262
166		264
167		266
168		268
169		269
170		270
171		272
172		274
173		275
174		277
175		279
176		280
177		282
178		284
179		285
180		286
181		288
182		290
183		292
184		294
185		295
186		296
187		297
188		299
189		300
190		303
191		305
192		306
193		307
194		308
195		309
196		311
197		313
198		315
199		316
200		317
201		318
202		319
203		330
204		331
205		333
206		335
207		336
208		337
209		338
210		339
211		350
212		351
213		353
214		355
215		357
216		358
217		359
218		360
219		361
220		363
221		366
222		368
223		369
224		370
225		371
226		373
227		375
228		377
229		379
230		380
231		381
232		383
233		385
234		386
235		388
236		390
237		391
238		393
239		395
240		396
241		397
242		399
243		400
244		402
245		404
246		406
247		407
248		408
249		409
250		411
251		414
252		416
253		417
254		418
255		419
256		420
257		422
258		424
259		426
260		427
261		428
262		429
263		440
264		441
265		442
266		444
267		446
268		447
269		448
270		449
271		460
272		461
273		462
274		464
275		466
276		468
277		469
278		470
279		471
280		472
281		474
282		477
283		479
284		480
285		481
286		482
287		484
288		486
289		488
290		490
291		491
292		492
293		494
294		496
295		497
296		499
297		500
298		502
299		503
300		505
301		507
302		508
303		509
304		511
305		513
306		515
307		517
308		518
309		519
310		520
311		522
312		525
313		527
314		528
315		529
316		530
317		531
318		533
319		535
320		537
321		538
322		539
323		550
324		551
325		552
326		553
327		555
328		557
329		558
330		559
331		570
332		571
333		572
334		573
335		575
336		577
337		579
338		580
339		581
340		582
341		583
342		585
343		588
344		590
345		591
346		592
347		593
348		595
349		597
350		599
351		600
352		602
353		603
354		604
355		606
356		608
357		609
358		611
359		613
360		614
361		616
362		618
363		619
364		620
365		622
366		624
367		626
368		628
369		629
370		630
371		631
372		633
373		636
374		638
375		639
376		640
377		641
378		642
379		644
380		646
381		648
382		649
383		660
384		661
385		662
386		663
387		664
388		666
389		668
390		669
391		680
392		681
393		682
394		683
395		684
396		686
397		688
398		690
399		691
400		692
401		693
402		694
403		696
404		699
405		700
406		702
407		703
408		704
409		705
410		707
411		709
412		711
413		713
414		714
415		715
416		717
417		719
418		720
419		722
420		724
421		725
422		727
423		729
424		730
425		731
426		733
427		735
428		737
429		739
430		740
431		741
432		742
433		744
434		747
435		749
436		750
437		751
438		752
439		753
440		755
441		757
442		759
443		770
444		771
445		772
446		773
447		774
448		775
449		777
450		779
451		790
452		791
453		792
454		793
455		794
456		795
457		797
458		799
459		800
460		802
461		803
462		804
463		805
464		806
465		808
466		811
467		813
468		814
469		815
470		816
471		818
472		820
473		822
474		824
475		825
476		826
477		828
478		830
479		831
480		833
481		835
482		836
483		838
484		840
485		841
486		842
487		844
488		846
489		848
490		850
491		851
492		852
493		853
494		855
495		858
496		860
497		861
498		862
499		863
500		864
501		866
502		868
503		880
504		881
505		882
506		883
507		884
508		885
509		886
510		888
511		900
512		902
513		903
514		904
515		905
516		906
517		907
518		909
519		911
520		913
521		914
522		915
523		916
524		917
525		919
526		920
527		922
528		924
529		925
530		926
531		927
532		929
533		930
534		931
535		933
536		935
537		936
538		937
539		939
540		940
541		941
542		942
543		944
544		946
545		947
546		949
547		950
548		951
549		952
550		953
551		955
552		957
553		959
554		960
555		961
556		962
557		963
558		964
559		966
560		969
561		970
562		971
563		972
564		973
565		974
566		975
