1		0
2		1
3		2
4		3
5		5
6		7
7		10
8		11
9		12
10		14
11		16
12		20
13		21
14		23
15		25
16		29
17		30
18		32
19		34
20		38
21		41
22		43
23		47
24		49
25		50
26		52
27		56
28		58
29		61
30		65
31		67
32		70
33		74
34		76
35		83
36		85
37		89
38		92
39		94
40		98
41		100
42		101
43		102
44		104
45		106
46		110
47		111
48		113
49		115
50		119
51		120
52		122
53		124
54		128
55		131
56		133
57		137
58		139
59		140
60		142
61		146
62		148
63		151
64		155
65		157
66		160
67		164
68		166
69		173
70		175
71		179
72		182
73		184
74		188
75		191
76		193
77		197
78		199
79		200
80		201
81		203
82		205
83		209
84		210
85		212
86		214
87		218
88		221
89		223
90		227
91		229
92		230
93		232
94		236
95		238
96		241
97		245
98		247
99		250
100		254
101		256
102		263
103		265
104		269
105		272
106		274
107		278
108		281
109		283
110		287
111		289
112		290
113		292
114		296
115		298
116		300
117		302
118		304
119		308
120		311
121		313
122		317
123		319
124		320
125		322
126		326
127		328
128		331
129		335
130		337
131		340
132		344
133		346
134		353
135		355
136		359
137		362
138		364
139		368
140		371
141		373
142		377
143		379
144		380
145		382
146		386
147		388
148		391
149		395
150		397
151		401
152		403
153		407
154		409
155		410
156		412
157		416
158		418
159		421
160		425
161		427
162		430
163		434
164		436
165		443
166		445
167		449
168		452
169		454
170		458
171		461
172		463
173		467
174		469
175		470
176		472
177		476
178		478
179		481
180		485
181		487
182		490
183		494
184		496
185		500
186		502
187		506
188		508
189		511
190		515
191		517
192		520
193		524
194		526
195		533
196		535
197		539
198		542
199		544
200		548
201		551
202		553
203		557
204		559
205		560
206		562
207		566
208		568
209		571
210		575
211		577
212		580
213		584
214		586
215		593
216		595
217		599
218		601
219		605
220		607
221		610
222		614
223		616
224		623
225		625
226		629
227		632
228		634
229		638
230		641
231		643
232		647
233		649
234		650
235		652
236		656
237		658
238		661
239		665
240		667
241		670
242		674
243		676
244		683
245		685
246		689
247		692
248		694
249		698
250		700
251		704
252		706
253		713
254		715
255		719
256		722
257		724
258		728
259		731
260		733
261		737
262		739
263		740
264		742
265		746
266		748
267		751
268		755
269		757
270		760
271		764
272		766
273		773
274		775
275		779
276		782
277		784
278		788
279		791
280		793
281		797
282		803
283		805
284		809
285		812
286		814
287		818
288		821
289		823
290		827
291		829
292		830
293		832
294		836
295		838
296		841
297		845
298		847
299		850
300		854
301		856
302		863
303		865
304		869
305		872
306		874
307		878
308		881
309		883
310		887
311		890
312		892
313		896
314		902
315		904
316		908
317		911
318		913
319		917
320		919
321		920
322		922
323		926
324		928
325		931
326		935
327		937
328		940
329		944
330		946
331		953
332		955
333		959
334		962
335		964
336		968
337		971
338		973
339		977
340		980
341		982
342		986
343		991
344		995
345		1000
346		1001
347		1002
348		1004
349		1006
350		1010
351		1011
352		1013
353		1015
354		1019
355		1020
356		1022
357		1024
358		1028
359		1031
360		1033
361		1037
362		1039
363		1040
364		1042
365		1046
366		1048
367		1051
368		1055
369		1057
370		1060
371		1064
372		1066
373		1073
374		1075
375		1079
376		1082
377		1084
378		1088
379		1091
380		1093
381		1097
382		1099
383		1100
384		1101
385		1103
386		1105
387		1109
388		1110
389		1112
390		1114
391		1118
392		1121
393		1123
394		1127
395		1129
396		1130
397		1132
398		1136
399		1138
400		1141
401		1145
402		1147
403		1150
404		1154
405		1156
