1		14
2		41
3		104
4		114
5		124
6		134
7		140
8		141
9		142
10		143
11		144
12		145
13		146
14		147
15		148
16		149
17		154
18		164
19		174
20		184
21		194
22		214
23		241
24		314
25		341
26		401
27		410
28		411
29		412
30		413
31		414
32		415
33		416
34		417
35		418
36		419
37		421
38		431
39		441
40		451
41		461
42		471
43		481
44		491
45		514
46		541
47		614
48		641
49		714
50		741
51		814
52		841
53		914
54		941
55		1004
56		1014
57		1024
58		1034
59		1040
60		1041
61		1042
62		1043
63		1044
64		1045
65		1046
66		1047
67		1048
68		1049
69		1054
70		1064
71		1074
72		1084
73		1094
74		1104
75		1114
76		1124
77		1134
78		1140
79		1141
80		1142
81		1143
82		1144
83		1145
84		1146
85		1147
86		1148
87		1149
88		1154
89		1164
90		1174
91		1184
92		1194
93		1204
94		1214
95		1224
96		1234
97		1240
98		1241
99		1242
100		1243
101		1244
102		1245
103		1246
104		1247
105		1248
106		1249
107		1254
108		1264
109		1274
110		1284
111		1294
112		1304
113		1314
114		1324
115		1334
116		1340
117		1341
118		1342
119		1343
120		1344
121		1345
122		1346
123		1347
124		1348
125		1349
126		1354
127		1364
128		1374
129		1384
130		1394
131		1400
132		1401
133		1402
134		1403
135		1404
136		1405
137		1406
138		1407
139		1408
140		1409
141		1410
142		1411
143		1412
144		1413
145		1414
146		1415
147		1416
148		1417
149		1418
150		1419
151		1420
152		1421
153		1422
154		1423
155		1424
156		1425
157		1426
158		1427
159		1428
160		1429
161		1430
162		1431
163		1432
164		1433
165		1434
166		1435
167		1436
168		1437
169		1438
170		1439
171		1440
172		1441
173		1442
174		1443
175		1444
176		1445
177		1446
178		1447
179		1448
180		1449
181		1450
182		1451
183		1452
184		1453
185		1454
186		1455
187		1456
188		1457
189		1458
190		1459
191		1460
192		1461
193		1462
194		1463
195		1464
196		1465
197		1466
198		1467
199		1468
200		1469
201		1470
202		1471
203		1472
204		1473
205		1474
206		1475
207		1476
208		1477
209		1478
210		1479
211		1480
212		1481
213		1482
214		1483
215		1484
216		1485
217		1486
218		1487
219		1488
220		1489
221		1490
222		1491
223		1492
224		1493
225		1494
226		1495
227		1496
228		1497
229		1498
230		1499
231		1504
232		1514
233		1524
234		1534
235		1540
236		1541
237		1542
238		1543
239		1544
240		1545
241		1546
242		1547
243		1548
244		1549
245		1554
246		1564
247		1574
248		1584
249		1594
250		1604
251		1614
252		1624
253		1634
254		1640
255		1641
256		1642
257		1643
258		1644
259		1645
260		1646
261		1647
262		1648
263		1649
264		1654
265		1664
266		1674
267		1684
268		1694
269		1704
270		1714
271		1724
272		1734
273		1740
274		1741
275		1742
276		1743
277		1744
278		1745
279		1746
280		1747
281		1748
282		1749
283		1754
284		1764
285		1774
286		1784
287		1794
288		1804
289		1814
290		1824
291		1834
292		1840
293		1841
294		1842
295		1843
296		1844
297		1845
298		1846
299		1847
300		1848
301		1849
302		1854
303		1864
304		1874
305		1884
306		1894
307		1904
308		1914
309		1924
310		1934
311		1940
312		1941
313		1942
314		1943
315		1944
316		1945
317		1946
318		1947
319		1948
320		1949
321		1954
322		1964
323		1974
324		1984
325		1994
326		2014
327		2041
328		2104
329		2114
330		2124
331		2134
332		2140
333		2141
334		2142
335		2143
336		2144
337		2145
338		2146
339		2147
340		2148
341		2149
342		2154
343		2164
344		2174
345		2184
346		2194
347		2214
348		2241
349		2314
350		2341
351		2401
352		2410
353		2411
354		2412
355		2413
356		2414
357		2415
358		2416
359		2417
360		2418
361		2419
362		2421
363		2431
364		2441
365		2451
366		2461
367		2471
368		2481
369		2491
370		2514
371		2541
372		2614
373		2641
374		2714
375		2741
376		2814
377		2841
378		2914
379		2941
380		3014
381		3041
382		3104
383		3114
384		3124
385		3134
386		3140
387		3141
388		3142
389		3143
390		3144
391		3145
392		3146
393		3147
394		3148
395		3149
396		3154
397		3164
398		3174
399		3184
400		3194
401		3214
402		3241
403		3314
404		3341
405		3401
406		3410
407		3411
408		3412
409		3413
410		3414
411		3415
412		3416
413		3417
414		3418
415		3419
416		3421
417		3431
418		3441
419		3451
420		3461
421		3471
422		3481
423		3491
424		3514
425		3541
426		3614
427		3641
428		3714
429		3741
430		3814
431		3841
432		3914
433		3941
434		4001
435		4010
436		4011
437		4012
438		4013
439		4014
440		4015
441		4016
442		4017
443		4018
444		4019
445		4021
446		4031
447		4041
448		4051
449		4061
450		4071
451		4081
452		4091
453		4100
454		4101
455		4102
456		4103
457		4104
458		4105
459		4106
460		4107
461		4108
462		4109
463		4110
464		4111
465		4112
466		4113
467		4114
468		4115
469		4116
470		4117
471		4118
472		4119
473		4120
474		4121
475		4122
476		4123
477		4124
478		4125
479		4126
480		4127
481		4128
482		4129
483		4130
484		4131
485		4132
486		4133
487		4134
488		4135
489		4136
490		4137
491		4138
492		4139
493		4140
494		4141
495		4142
496		4143
497		4144
498		4145
499		4146
500		4147
501		4148
502		4149
503		4150
504		4151
505		4152
506		4153
507		4154
508		4155
509		4156
510		4157
511		4158
512		4159
513		4160
514		4161
515		4162
516		4163
517		4164
518		4165
519		4166
520		4167
521		4168
522		4169
523		4170
524		4171
525		4172
526		4173
527		4174
528		4175
529		4176
530		4177
531		4178
532		4179
533		4180
534		4181
535		4182
536		4183
537		4184
538		4185
539		4186
540		4187
541		4188
542		4189
543		4190
544		4191
545		4192
546		4193
547		4194
548		4195
549		4196
550		4197
551		4198
552		4199
553		4201
554		4210
555		4211
556		4212
557		4213
558		4214
559		4215
560		4216
561		4217
562		4218
563		4219
564		4221
565		4231
566		4241
567		4251
568		4261
569		4271
570		4281
